,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms,pre_req_json
49,APSC 258,UBCO,2023,APSC 258 Applications of Engineering Design,"Principles of engineering design, applied to a team-based design project. Use of probability, programming, decision making, economic principles, systems theory, and technical communication in design projects.",3,False,,,,"All of APSC 169, APSC 177, APSC 179, APSC 254.",,,"APSC 169,APSC 177,APSC 179,APSC 254",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 169"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 177"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 179"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 254"",""childNodes"":[]}]}"
50,APSC 259,UBCO,2023,APSC 259 Materials Science I,"Atomic bonding, crystallographic characteristics of materials, stress-strain curve, strengthening mechanisms, failure of materials, Eutectic and Eutectoid phase transformations, Fe-C phase diagram, composite materials, corrosion, electrical properties of materials.",3,False,,,,"All of APSC 182, APSC 183.",,,"APSC 182,APSC 183",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 182"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 183"",""childNodes"":[]}]}"
51,APSC 260,UBCO,2023,APSC 260 Mechanics of Materials I,"Concepts of stress and strain. Axial, shear forces and bending moment diagrams for statically determinate structures, torsion in shafts. Axial and shear stresses and deformations. Transformation of plane stress, Mohr's circle.",3,False,,,,APSC 173 and APSC 180.,,,"APSC 173,APSC 180",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 180"",""childNodes"":[]}]}"
52,APSC 261,UBCO,2023,APSC 261 Theory of Structures,"Types of structures and structural elements. Loads and load path. Design objectives, philosophy and limit states. Static determinacy and stability. Analysis of statically determinate structures. Deflection using energy and geometrical methods. Influence lines.",3,False,,,APSC 260.,"All of APSC 173, APSC 180, APSC 259.",,APSC 260,"APSC 173,APSC 180,APSC 259",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 180"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 259"",""childNodes"":[]}]}"
53,APSC 262,UBCO,2023,APSC 262 Digital Logic Design,"Logic design methods, hardware description language (HDL), number representation and arithmetic circuits, combinational circuits, flip-flops, registers, programmable logic devices (FPGAs), counters, finite state machines, digital system designs.",3,False,,,,APSC 178.,,,APSC 178,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 178"",""childNodes"":[]}"
54,APSC 270,UBCO,2023,APSC 270 Signals and Communication Systems,Fourier series and Fourier transform analysis of signals; sampling theorem; amplitude; phase; and frequency modulation; baseband digital transmission; pulse code modulation and quantization; Nyquist pulses; inter-symbol interference. Credit will be granted for only one of APSC 270 or ENGR 361.,3,False,,,,APSC 246.,,,APSC 246,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 246"",""childNodes"":[]}"
55,APSC 278,UBCO,2023,APSC 278 Electric and Magnetic Fields,Review of vector calculus and coordinate systems; electrostatic fields; electric dipoles and polarization; magnetostatics fields; magnetic dipoles and magnetization; boundary conditions; electromagnetic induction; Maxwell's equations. Credit will be granted for only one of APSC 278 or ENGR 365.,3,False,,,,"All of APSC 178, APSC 248.",,,"APSC 178,APSC 248",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 178"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 248"",""childNodes"":[]}]}"
56,APSC 310,UBCO,2024,APSC 310 Co-operative Education Work Term III,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",3,False,,,,APSC 210.,,,APSC 210,True,True,True,True,2,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 210"",""childNodes"":[]}"
57,APSC 410,UBCO,2024,APSC 410 Co-operative Education Work Term IV,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",3,False,,,,APSC 310.,,,APSC 310,True,True,True,True,2,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 310"",""childNodes"":[]}"
58,APSC 411,UBCO,2024,APSC 411 Co-operative Education Work Term V,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",3,False,,,,APSC 410.,,,APSC 410,True,True,True,True,2,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 410"",""childNodes"":[]}"
59,APSC 412,UBCO,2024,APSC 412 Co-operative Education Work Term VI,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",3,False,,,,APSC 411.,,,APSC 411,True,True,True,True,2,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 411"",""childNodes"":[]}"
60,APSC 504,UBCO,2023,APSC 504 Solar Cell Engineering,"Climate change and renewable energy sources, operational principles of solar cells and review of leading technologies, deposition and characterization tools for thin film layers, environmental and economic considerations of solar energy, and latest developments in academic research.",3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
61,APSC 505,UBCO,2024,APSC 505 Engineering Leadership,"Knowledge and application of Engineering Leadership through reflective practices, including the introduction of various leadership styles, with particular attention to leadership skills within engineering teams that foster equitable, diverse and inclusive team building. Credit will be granted for only one of APSC 505 or ENGR 405.",3,False,,,,,,,,False,False,False,True,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
62,APSC 509,UBCO,2023,APSC 509 Construction Digitalization and Informatics,Lean construction; n-dimensional Building Information Modeling; Internet of Things; digital business models; digital fabrication and platforms. Credit will be granted for only one of APSC 509 or ENGR 409.,3,False,,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
63,APSC 510,UBCO,2023,APSC 510 Engineering Internship I,"Supervised, technical paid work experience with a public or private organization for a minimum of 12 weeks full-time. Internship assignment required. Restricted to graduate degree students meeting requirements of the Faculty of Applied Science and the Co-operative Education program. Pass/Fail.",3,False,,,,APSC 107. (and 30 credits M.Eng. coursework),,,APSC 107,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 107"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""30"",""childNodes"":[{""type"":""INNER"",""subtype"":""PROGRAM"",""value"":""M.Eng."",""childNodes"":[]}]}]}"
64,APSC 511,UBCO,2023,APSC 511 Engineering Internship II,"Supervised, technical paid work experience with a public or private organization for a minimum of 12 weeks full-time. Internship assignment required. Restricted to graduate degree students meeting requirements of the Faculty of Applied Science and the Co-operative Education program. Pass/Fail.",3,False,,,,APSC 510.,,,APSC 510,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 510"",""childNodes"":[]}"
65,APSC 514,UBCO,2023,APSC 514 Precast Concrete Structures,Means and methods of precast concrete construction; advanced design of precast concrete structures; analysis of experimental data of precast concrete components; innovations in precast concrete construction. Credit will be granted for only one of APSC 514 or ENGR 414.,3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
66,APSC 519,UBCO,2023,APSC 519 System Identification,"Identification of dynamical systems by considering input signals, sensor measurements, noise, and disturbance, as well as using parameter estimation, model selection and validation, and practical considerations. Credit will only be granted to one of ENGR 419 or APSC 519",3,False,,,,,,,,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":"""",""childNodes"":[]}"
67,APSC 547,UBCO,2023,APSC 547 Advanced Drinking Water Treatment,"Theory and design of advanced drinking water treatment processes used for challenging source water conditions. Risk-based treatment approaches, removal of emerging contaminants, regulated and unregulated disinfection by-products, and other current issues in potable water treatment and quality.",3,False,,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
68,ARTH 101,UBCO,2024,ARTH 101 Art and Visual Cultures of the World I,Introduction to art and visual cultures of major world regions from prehistory to the early modern period.,3,False,,,,,,,,True,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
69,ARTH 102,UBCO,2023,ARTH 102 Art and Visual Cultures of the World II,Introduction to art and visual cultures of major world regions from the early modern period to the present.,3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
70,ARTH 202,UBCO,2023,ARTH 202 The Critical Viewer,"Critical thinking about art and visual cultures of the world, past and present, and how visual works can be viewed closely, creatively analyzed, and interpreted.",3,False,,,,(3 credits of 100-level English.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""CREDITS_IN"",""value"":""3"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE"",""value"":""English"",""childNodes"":[{""type"":""LEAF"",""subtype"":""YEAR"",""value"":""1"",""childNodes"":[]}]}]}"
71,ARTH 203,UBCO,2023,ARTH 203 Global Contemporary Art,The contemporary global art scene with an emphasis on strategies for understanding the complexity of art production from 1985 to the present. Credit will be granted for only one of ARTH 203 or ARTH 302.,3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
72,ARTH 301,UBCO,2023,ARTH 301 Critical Viewing - Advanced Studies,"Key ideas influencing art theory, art practice, and visual culture studies and topics relating to the emergence and globalization of Euro-American art ideologies and practices.",3,False,This course is restricted to students in year: >=3,,,(Third-year standing.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
73,ARTH 309,UBCO,2023,ARTH 309 Performance Art: Global Perspectives,"History, theory, and practice of performance art as a visual medium, a global language, and a political force. Explores a wide range of experimental and interdisciplinary performance art practices, including key contributions by Indigenous artists. Credit will be granted for only one of THTR 309, ARTH 309 or CULT 380.",3,False,,"CULT 380, THTR 309",,(Third-year standing.),"CULT 380,THTR 309",,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
74,ARTH 316,UBCO,2023,ARTH 316 History of 20th-Century Art II,Examination of the visual arts of North America and Europe from 1960 to the present; pivotal artists and artistic movements; theoretical and critical study of the interrelationship between art production and consumption since advent of postmodernism; changing role of the artist as the bearer of cultural values.,3,False,This course is restricted to students in year: >=3,,,(Third-year standing.),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
75,ARTH 321,UBCO,2023,ARTH 321 Art in Canada 1970 to the Present,"Artistic practice in Canada from 1970 to the present. Video, film, and photography will be considered along with visual artists' continuing engagement with painting and sculpture. Emphasis on art's relationship to the changing political, economic, and social arenas during this time.",3,False,This course is restricted to students in year: >=3,,,(Third-year standing.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
76,ARTH 360A,UBCO,2023,ARTH 360A Selected Topics - GL ART HISTORIES,"With different topics, this course can be taken more than once for credit.",3,False,,,,(Third-year standing),,,,False,True,False,False,1,"{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}"
77,ARTH 370,UBCO,2023,ARTH 370 Story and Image Across the Islamic World,"Selections from the arts of the book across the Islamic world (8th to 19th C) showing how literature inspired painters and calligraphers to weave together word and image. Digital art historical approaches will normally be used, though no computing experience is required. Credit will be granted for only one of ARTH 370, DIHU 370, or WRLD 370.",3,False,This course is restricted to students in year: >=3,"DIHU 370, WRLD 370",,(Third-year standing.),"DIHU 370,WRLD 370",,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
